id,framework,domain,sub_domain,control
NIST CSF v2.0-PR.AA-06,NIST CSF v2.0,PROTECT (PR),"Identity Management, Authentication, and Access Control (PR.AA)","PR.AA-06: Physical access to assets is managed, monitored, and enforced commensurate with risk"
NIST CSF v2.0-PR.AT-01,NIST CSF v2.0,PROTECT (PR),Awareness and Training (PR.AT),PR.AT-01: Personnel are provided with awareness and training so that they possess the knowledge and skills to perform general tasks with cybersecurity risks in mind
NIST CSF v2.0-PR.AT-02,NIST CSF v2.0,PROTECT (PR),Awareness and Training (PR.AT),PR.AT-02: Individuals in specialized roles are provided with awareness and training so that they possess the knowledge and skills to perform relevant tasks with cybersecurity risks in mind
NIST CSF v2.0-PR.DS-01,NIST CSF v2.0,PROTECT (PR),Data Security (PR.DS),"PR.DS-01: The confidentiality, integrity, and availability of data-at-rest are protected"
NIST CSF v2.0-PR.DS-02,NIST CSF v2.0,PROTECT (PR),Data Security (PR.DS),"PR.DS-02: The confidentiality, integrity, and availability of data-in-transit are protected"
NIST CSF v2.0-PR.DS-10,NIST CSF v2.0,PROTECT (PR),Data Security (PR.DS),"PR.DS-10: The confidentiality, integrity, and availability of data-in-use are protected"
NIST CSF v2.0-PR.DS-11,NIST CSF v2.0,PROTECT (PR),Data Security (PR.DS),"PR.DS-11: Backups of data are created, protected, maintained, and tested"
NIST CSF v2.0-PR.PS-01,NIST CSF v2.0,PROTECT (PR),Platform Security (PR.PS),PR.PS-01: Configuration management practices are established and applied
NIST CSF v2.0-PR.PS-02,NIST CSF v2.0,PROTECT (PR),Platform Security (PR.PS),"PR.PS-02: Software is maintained, replaced, and removed commensurate with risk"
NIST CSF v2.0-PR.PS-03,NIST CSF v2.0,PROTECT (PR),Platform Security (PR.PS),"PR.PS-03: Hardware is maintained, replaced, and removed commensurate with risk"
NIST CSF v2.0-PR.PS-04,NIST CSF v2.0,PROTECT (PR),Platform Security (PR.PS),PR.PS-04: Log records are generated and made available for continuous monitoring
NIST CSF v2.0-PR.PS-05,NIST CSF v2.0,PROTECT (PR),Platform Security (PR.PS),PR.PS-05: Installation and execution of unauthorized software are prevented
NIST CSF v2.0-PR.PS-06,NIST CSF v2.0,PROTECT (PR),Platform Security (PR.PS),"PR.PS-06: Secure software development practices are integrated, and their performance is monitored throughout the software development life cycle"
NIST CSF v2.0-PR.IR-01,NIST CSF v2.0,PROTECT (PR),Technology Infrastructure Resilience (PR.IR),PR.IR-01: Networks and environments are protected from unauthorized logical access and usage
NIST CSF v2.0-PR.IR-02,NIST CSF v2.0,PROTECT (PR),Technology Infrastructure Resilience (PR.IR),PR.IR-02: The organization's technology assets are protected from environmental threats
NIST CSF v2.0-PR.IR-03,NIST CSF v2.0,PROTECT (PR),Technology Infrastructure Resilience (PR.IR),PR.IR-03: Mechanisms are implemented to achieve resilience requirements in normal and adverse situations
NIST CSF v2.0-PR.IR-04,NIST CSF v2.0,PROTECT (PR),Technology Infrastructure Resilience (PR.IR),PR.IR-04: Adequate resource capacity to ensure availability is maintained
NIST CSF v2.0-DE.CM-01,NIST CSF v2.0,DETECT (DE),Continuous Monitoring (DE.CM),DE.CM-01: Networks and network services are monitored to find potentially adverse events
NIST CSF v2.0-DE.CM-02,NIST CSF v2.0,DETECT (DE),Continuous Monitoring (DE.CM),DE.CM-02: The physical environment is monitored to find potentially adverse events
NIST CSF v2.0-DE.CM-03,NIST CSF v2.0,DETECT (DE),Continuous Monitoring (DE.CM),DE.CM-03: Personnel activity and technology usage are monitored to find potentially adverse events
NIST CSF v2.0-DE.CM-06,NIST CSF v2.0,DETECT (DE),Continuous Monitoring (DE.CM),DE.CM-06: External service provider activities and services are monitored to find potentially adverse events
NIST CSF v2.0-DE.CM-09,NIST CSF v2.0,DETECT (DE),Continuous Monitoring (DE.CM),"DE.CM-09: Computing hardware and software, runtime environments, and their data are monitored to find potentially adverse events"
NIST CSF v2.0-DE.AE-02,NIST CSF v2.0,DETECT (DE),Adverse Event Analysis (DE.AE),DE.AE-02: Potentially adverse events are analyzed to better understand associated activities
NIST CSF v2.0-DE.AE-03,NIST CSF v2.0,DETECT (DE),Adverse Event Analysis (DE.AE),DE.AE-03: Information is correlated from multiple sources
NIST CSF v2.0-DE.AE-04,NIST CSF v2.0,DETECT (DE),Adverse Event Analysis (DE.AE),DE.AE-04: The estimated impact and scope of adverse events are understood
NIST CSF v2.0-DE.AE-06,NIST CSF v2.0,DETECT (DE),Adverse Event Analysis (DE.AE),DE.AE-06: Information on adverse events is provided to authorized staff and tools
NIST CSF v2.0-DE.AE-07,NIST CSF v2.0,DETECT (DE),Adverse Event Analysis (DE.AE),DE.AE-07: Cyber threat intelligence and other contextual information are integrated into the analysis
NIST CSF v2.0-DE.AE-08,NIST CSF v2.0,DETECT (DE),Adverse Event Analysis (DE.AE),DE.AE-08: Incidents are declared when adverse events meet the defined incident criteria
NIST CSF v2.0-RS.MA-01,NIST CSF v2.0,RESPOND (RS),Incident Management (RS.MA),RS.MA-01: The incident response plan is executed in coordination with relevant third parties once an incident is declared
NIST CSF v2.0-RS.MA-02,NIST CSF v2.0,RESPOND (RS),Incident Management (RS.MA),RS.MA-02: Incident reports are triaged and validated
NIST CSF v2.0-RS.MA-03,NIST CSF v2.0,RESPOND (RS),Incident Management (RS.MA),RS.MA-03: Incidents are categorized and prioritized
NIST CSF v2.0-RS.MA-04,NIST CSF v2.0,RESPOND (RS),Incident Management (RS.MA),RS.MA-04: Incidents are escalated or elevated as needed
NIST CSF v2.0-RS.MA-05,NIST CSF v2.0,RESPOND (RS),Incident Management (RS.MA),RS.MA-05: The criteria for initiating incident recovery are applied
NIST CSF v2.0-RS.AN-03,NIST CSF v2.0,RESPOND (RS),Incident Analysis (RS.AN),RS.AN-03: Analysis is performed to establish what has taken place during an incident and the root cause of the incident
NIST CSF v2.0-RS.AN-06,NIST CSF v2.0,RESPOND (RS),Incident Analysis (RS.AN),"RS.AN-06: Actions performed during an investigation are recorded, and the records' integrity and provenance are preserved"
NIST CSF v2.0-RS.AN-07,NIST CSF v2.0,RESPOND (RS),Incident Analysis (RS.AN),"RS.AN-07: Incident data and metadata are collected, and their integrity and provenance are preserved"
NIST CSF v2.0-RS.AN-08,NIST CSF v2.0,RESPOND (RS),Incident Analysis (RS.AN),RS.AN-08: An incident's magnitude is estimated and validated
NIST CSF v2.0-RS.CO-02,NIST CSF v2.0,RESPOND (RS),Incident Response Reporting and Communication (RS.CO),RS.CO-02: Internal and external stakeholders are notified of incidents
NIST CSF v2.0-RS.CO-03,NIST CSF v2.0,RESPOND (RS),Incident Response Reporting and Communication (RS.CO),RS.CO-03: Information is shared with designated internal and external stakeholders
NIST CSF v2.0-RS.MI-01,NIST CSF v2.0,RESPOND (RS),Incident Mitigation (RS.MI),RS.MI-01: Incidents are contained
NIST CSF v2.0-RS.MI-02,NIST CSF v2.0,RESPOND (RS),Incident Mitigation (RS.MI),RS.MI-02: Incidents are eradicated
NIST CSF v2.0-RC.RP-01,NIST CSF v2.0,RECOVER (RC),Incident Recovery Plan Execution (RC.RP),RC.RP-01: The recovery portion of the incident response plan is executed once initiated from the incident response process
NIST CSF v2.0-RC.RP-02,NIST CSF v2.0,RECOVER (RC),Incident Recovery Plan Execution (RC.RP),"RC.RP-02: Recovery actions are selected, scoped, prioritized, and performed"
NIST CSF v2.0-RC.RP-03,NIST CSF v2.0,RECOVER (RC),Incident Recovery Plan Execution (RC.RP),RC.RP-03: The integrity of backups and other restoration assets is verified before using them for restoration
NIST CSF v2.0-RC.RP-04,NIST CSF v2.0,RECOVER (RC),Incident Recovery Plan Execution (RC.RP),RC.RP-04: Critical mission functions and cybersecurity risk management are considered to establish post-incident operational norms
NIST CSF v2.0-RC.RP-05,NIST CSF v2.0,RECOVER (RC),Incident Recovery Plan Execution (RC.RP),"RC.RP-05: The integrity of restored assets is verified, systems and services are restored, and normal operating status is confirmed"
NIST CSF v2.0-RC.RP-06,NIST CSF v2.0,RECOVER (RC),Incident Recovery Plan Execution (RC.RP),"RC.RP-06: The end of incident recovery is declared based on criteria, and incident-related documentation is completed"
NIST CSF v2.0-RC.CO-03,NIST CSF v2.0,RECOVER (RC),Incident Recovery Communication (RC.CO),RC.CO-03: Recovery activities and progress in restoring operational capabilities are communicated to designated internal and external stakeholders
NIST CSF v2.0-RC.CO-04,NIST CSF v2.0,RECOVER (RC),Incident Recovery Communication (RC.CO),RC.CO-04: Public updates on incident recovery are shared using approved methods and messaging
ISM-0109,Essential8-ML3,Event logs from workstations are analysed in a timely manner to detect cyber security events.,Application control,Event logs from workstations are analysed in a timely manner to detect cyber security events.
ISM-0123,Essential8-ML2,"Cyber security incidents are reported to the Chief Information Security Officer, or one of their delegates, as soon as possible after they occur or are discovered.",Application control,"Cyber security incidents are reported to the Chief Information Security Officer, or one of their delegates, as soon as possible after they occur or are discovered."
ISM-0123,Essential8-ML3,"Cyber security incidents are reported to the Chief Information Security Officer, or one of their delegates, as soon as possible after they occur or are discovered.",Application control,"Cyber security incidents are reported to the Chief Information Security Officer, or one of their delegates, as soon as possible after they occur or are discovered."
ISM-0140,Essential8-ML2,Cyber security incidents are reported to ASD as soon as possible after they occur or are discovered.,Application control,Cyber security incidents are reported to ASD as soon as possible after they occur or are discovered.
ISM-0140,Essential8-ML3,Cyber security incidents are reported to ASD as soon as possible after they occur or are discovered.,Application control,Cyber security incidents are reported to ASD as soon as possible after they occur or are discovered.
ISM-0843,Essential8-ML1,Application control is implemented on workstations.,Application control,Application control is implemented on workstations.
ISM-0843,Essential8-ML2,Application control is implemented on workstations.,Application control,Application control is implemented on workstations.
ISM-0843,Essential8-ML3,Application control is implemented on workstations.,Application control,Application control is implemented on workstations.
ISM-1228,Essential8-ML2,Cyber security events are analysed in a timely manner to identify cyber security incidents.,Application control,Cyber security events are analysed in a timely manner to identify cyber security incidents.
ISM-1228,Essential8-ML3,Cyber security events are analysed in a timely manner to identify cyber security incidents.,Application control,Cyber security events are analysed in a timely manner to identify cyber security incidents.
ISM-1490,Essential8-ML2,Application control is implemented on internet-facing servers.,Application control,Application control is implemented on internet-facing servers.
ISM-1490,Essential8-ML3,Application control is implemented on internet-facing servers.,Application control,Application control is implemented on internet-facing servers.
ISM-1544,Essential8-ML2,Microsoft’s recommended application blocklist is implemented.,Application control,Microsoft’s recommended application blocklist is implemented.
ISM-1544,Essential8-ML3,Microsoft’s recommended application blocklist is implemented.,Application control,Microsoft’s recommended application blocklist is implemented.
ISM-1582,Essential8-ML2,Application control rulesets are validated on an annual or more frequent basis.,Application control,Application control rulesets are validated on an annual or more frequent basis.
ISM-1582,Essential8-ML3,Application control rulesets are validated on an annual or more frequent basis.,Application control,Application control rulesets are validated on an annual or more frequent basis.
ISM-1656,Essential8-ML3,Application control is implemented on non-internet-facing servers.,Application control,Application control is implemented on non-internet-facing servers.
ISM-1657,Essential8-ML1,"Application control restricts the execution of executables, software libraries, scripts, installers, compiled HTML, HTML applications and control panel applets to an organisation-approved set.",Application control,"Application control restricts the execution of executables, software libraries, scripts, installers, compiled HTML, HTML applications and control panel applets to an organisation-approved set."
ISM-1657,Essential8-ML2,"Application control restricts the execution of executables, software libraries, scripts, installers, compiled HTML, HTML applications and control panel applets to an organisation-approved set.",Application control,"Application control restricts the execution of executables, software libraries, scripts, installers, compiled HTML, HTML applications and control panel applets to an organisation-approved set."
ISM-1657,Essential8-ML3,"Application control restricts the execution of executables, software libraries, scripts, installers, compiled HTML, HTML applications and control panel applets to an organisation-approved set.",Application control,"Application control restricts the execution of executables, software libraries, scripts, installers, compiled HTML, HTML applications and control panel applets to an organisation-approved set."
ISM-1658,Essential8-ML3,Application control restricts the execution of drivers to an organisation-approved set.,Application control,Application control restricts the execution of drivers to an organisation-approved set.
ISM-1659,Essential8-ML3,Microsoft’s vulnerable driver blocklist is implemented.,Application control,Microsoft’s vulnerable driver blocklist is implemented.
ISM-1660,Essential8-ML2,Allowed and blocked application control events are centrally logged.,Application control,Allowed and blocked application control events are centrally logged.
ISM-1660,Essential8-ML3,Allowed and blocked application control events are centrally logged.,Application control,Allowed and blocked application control events are centrally logged.
ISM-1815,Essential8-ML2,Event logs are protected from unauthorised modification and deletion.,Application control,Event logs are protected from unauthorised modification and deletion.
ISM-1815,Essential8-ML3,Event logs are protected from unauthorised modification and deletion.,Application control,Event logs are protected from unauthorised modification and deletion.
ISM-1819,Essential8-ML2,"Following the identification of a cyber security incident, the cyber security incident response plan is enacted.",Application control,"Following the identification of a cyber security incident, the cyber security incident response plan is enacted."
ISM-1819,Essential8-ML3,"Following the identification of a cyber security incident, the cyber security incident response plan is enacted.",Application control,"Following the identification of a cyber security incident, the cyber security incident response plan is enacted."
ISM-1870,Essential8-ML1,"Application control is applied to user profiles and temporary folders used by operating systems, web browsers and email clients.",Application control,"Application control is applied to user profiles and temporary folders used by operating systems, web browsers and email clients."
ISM-1870,Essential8-ML2,"Application control is applied to user profiles and temporary folders used by operating systems, web browsers and email clients.",Application control,"Application control is applied to user profiles and temporary folders used by operating systems, web browsers and email clients."
ISM-1870,Essential8-ML3,"Application control is applied to user profiles and temporary folders used by operating systems, web browsers and email clients.",Application control,"Application control is applied to user profiles and temporary folders used by operating systems, web browsers and email clients."
ISM-1871,Essential8-ML2,"Application control is applied to all locations other than user profiles and temporary folders used by operating systems, web browsers and email clients.",Application control,"Application control is applied to all locations other than user profiles and temporary folders used by operating systems, web browsers and email clients."
ISM-1871,Essential8-ML3,"Application control is applied to all locations other than user profiles and temporary folders used by operating systems, web browsers and email clients.",Application control,"Application control is applied to all locations other than user profiles and temporary folders used by operating systems, web browsers and email clients."
ISM-1906,Essential8-ML2,Event logs from internet-facing servers are analysed in a timely manner to detect cyber security events.,Application control,Event logs from internet-facing servers are analysed in a timely manner to detect cyber security events.
ISM-1906,Essential8-ML3,Event logs from internet-facing servers are analysed in a timely manner to detect cyber security events.,Application control,Event logs from internet-facing servers are analysed in a timely manner to detect cyber security events.
ISM-1907,Essential8-ML3,Event logs from non-internet-facing servers are analysed in a timely manner to detect cyber security events.,Application control,Event logs from non-internet-facing servers are analysed in a timely manner to detect cyber security events.
ISM-0109,Essential8-ML3,Event logs from workstations are analysed in a timely manner to detect cyber security events.,Multi-factor authentication,Event logs from workstations are analysed in a timely manner to detect cyber security events.
ISM-0123,Essential8-ML2,"Cyber security incidents are reported to the Chief Information Security Officer, or one of their delegates, as soon as possible after they occur or are discovered.",Multi-factor authentication,"Cyber security incidents are reported to the Chief Information Security Officer, or one of their delegates, as soon as possible after they occur or are discovered."
ISM-0123,Essential8-ML3,"Cyber security incidents are reported to the Chief Information Security Officer, or one of their delegates, as soon as possible after they occur or are discovered.",Multi-factor authentication,"Cyber security incidents are reported to the Chief Information Security Officer, or one of their delegates, as soon as possible after they occur or are discovered."
ISM-0140,Essential8-ML2,Cyber security incidents are reported to ASD as soon as possible after they occur or are discovered.,Multi-factor authentication,Cyber security incidents are reported to ASD as soon as possible after they occur or are discovered.
ISM-0140,Essential8-ML3,Cyber security incidents are reported to ASD as soon as possible after they occur or are discovered.,Multi-factor authentication,Cyber security incidents are reported to ASD as soon as possible after they occur or are discovered.
ISM-0974,Essential8-ML2,Multi-factor authentication is used to authenticate unprivileged users of systems.,Multi-factor authentication,Multi-factor authentication is used to authenticate unprivileged users of systems.
ISM-0974,Essential8-ML3,Multi-factor authentication is used to authenticate unprivileged users of systems.,Multi-factor authentication,Multi-factor authentication is used to authenticate unprivileged users of systems.
ISM-1173,Essential8-ML2,Multi-factor authentication is used to authenticate privileged users of systems.,Multi-factor authentication,Multi-factor authentication is used to authenticate privileged users of systems.
ISM-1173,Essential8-ML3,Multi-factor authentication is used to authenticate privileged users of systems.,Multi-factor authentication,Multi-factor authentication is used to authenticate privileged users of systems.
ISM-1228,Essential8-ML2,Cyber security events are analysed in a timely manner to identify cyber security incidents.,Multi-factor authentication,Cyber security events are analysed in a timely manner to identify cyber security incidents.
ISM-1228,Essential8-ML3,Cyber security events are analysed in a timely manner to identify cyber security incidents.,Multi-factor authentication,Cyber security events are analysed in a timely manner to identify cyber security incidents.
ISM-1401,Essential8-ML1,"Multi-factor authentication uses either: something users have and something users know, or something users have that is unlocked by something users know or are.",Multi-factor authentication,"Multi-factor authentication uses either: something users have and something users know, or something users have that is unlocked by something users know or are."
ISM-1401,Essential8-ML2,"Multi-factor authentication uses either: something users have and something users know, or something users have that is unlocked by something users know or are.",Multi-factor authentication,"Multi-factor authentication uses either: something users have and something users know, or something users have that is unlocked by something users know or are."
ISM-1401,Essential8-ML3,"Multi-factor authentication uses either: something users have and something users know, or something users have that is unlocked by something users know or are.",Multi-factor authentication,"Multi-factor authentication uses either: something users have and something users know, or something users have that is unlocked by something users know or are."
ISM-1504,Essential8-ML1,"Multi-factor authentication is used to authenticate users to their organisation’s online services that process, store or communicate their organisation’s sensitive data.",Multi-factor authentication,"Multi-factor authentication is used to authenticate users to their organisation’s online services that process, store or communicate their organisation’s sensitive data."
ISM-1504,Essential8-ML2,"Multi-factor authentication is used to authenticate users to their organisation’s online services that process, store or communicate their organisation’s sensitive data.",Multi-factor authentication,"Multi-factor authentication is used to authenticate users to their organisation’s online services that process, store or communicate their organisation’s sensitive data."
ISM-1504,Essential8-ML3,"Multi-factor authentication is used to authenticate users to their organisation’s online services that process, store or communicate their organisation’s sensitive data.",Multi-factor authentication,"Multi-factor authentication is used to authenticate users to their organisation’s online services that process, store or communicate their organisation’s sensitive data."
ISM-1505,Essential8-ML3,Multi-factor authentication is used to authenticate users of data repositories.,Multi-factor authentication,Multi-factor authentication is used to authenticate users of data repositories.
ISM-1679,Essential8-ML1,"Multi-factor authentication is used to authenticate users to third-party online services that process, store or communicate their organisation’s sensitive data.",Multi-factor authentication,"Multi-factor authentication is used to authenticate users to third-party online services that process, store or communicate their organisation’s sensitive data."
ISM-1679,Essential8-ML2,"Multi-factor authentication is used to authenticate users to third-party online services that process, store or communicate their organisation’s sensitive data.",Multi-factor authentication,"Multi-factor authentication is used to authenticate users to third-party online services that process, store or communicate their organisation’s sensitive data."
ISM-1679,Essential8-ML3,"Multi-factor authentication is used to authenticate users to third-party online services that process, store or communicate their organisation’s sensitive data.",Multi-factor authentication,"Multi-factor authentication is used to authenticate users to third-party online services that process, store or communicate their organisation’s sensitive data."
ISM-1680,Essential8-ML1,"Multi-factor authentication (where available) is used to authenticate users to third-party online services that process, store or communicate their organisation’s non-sensitive data.",Multi-factor authentication,"Multi-factor authentication (where available) is used to authenticate users to third-party online services that process, store or communicate their organisation’s non-sensitive data."
ISM-1680,Essential8-ML2,"Multi-factor authentication (where available) is used to authenticate users to third-party online services that process, store or communicate their organisation’s non-sensitive data.",Multi-factor authentication,"Multi-factor authentication (where available) is used to authenticate users to third-party online services that process, store or communicate their organisation’s non-sensitive data."
ISM-1680,Essential8-ML3,"Multi-factor authentication (where available) is used to authenticate users to third-party online services that process, store or communicate their organisation’s non-sensitive data.",Multi-factor authentication,"Multi-factor authentication (where available) is used to authenticate users to third-party online services that process, store or communicate their organisation’s non-sensitive data."
ISM-1681,Essential8-ML1,"Multi-factor authentication is used to authenticate customers to online customer services that process, store or communicate sensitive customer data.",Multi-factor authentication,"Multi-factor authentication is used to authenticate customers to online customer services that process, store or communicate sensitive customer data."
ISM-1681,Essential8-ML2,"Multi-factor authentication is used to authenticate customers to online customer services that process, store or communicate sensitive customer data.",Multi-factor authentication,"Multi-factor authentication is used to authenticate customers to online customer services that process, store or communicate sensitive customer data."
ISM-1681,Essential8-ML3,"Multi-factor authentication is used to authenticate customers to online customer services that process, store or communicate sensitive customer data.",Multi-factor authentication,"Multi-factor authentication is used to authenticate customers to online customer services that process, store or communicate sensitive customer data."
ISM-1682,Essential8-ML2,Multi-factor authentication used for authenticating users of systems is phishing-resistant.,Multi-factor authentication,Multi-factor authentication used for authenticating users of systems is phishing-resistant.
ISM-1682,Essential8-ML3,Multi-factor authentication used for authenticating users of systems is phishing-resistant.,Multi-factor authentication,Multi-factor authentication used for authenticating users of systems is phishing-resistant.
ISM-1683,Essential8-ML2,Successful and unsuccessful multi-factor authentication events are centrally logged.,Multi-factor authentication,Successful and unsuccessful multi-factor authentication events are centrally logged.
ISM-1683,Essential8-ML3,Successful and unsuccessful multi-factor authentication events are centrally logged.,Multi-factor authentication,Successful and unsuccessful multi-factor authentication events are centrally logged.
ISM-1815,Essential8-ML2,Event logs are protected from unauthorised modification and deletion.,Multi-factor authentication,Event logs are protected from unauthorised modification and deletion.
ISM-1815,Essential8-ML3,Event logs are protected from unauthorised modification and deletion.,Multi-factor authentication,Event logs are protected from unauthorised modification and deletion.
ISM-1819,Essential8-ML2,"Following the identification of a cyber security incident, the cyber security incident response plan is enacted.",Multi-factor authentication,"Following the identification of a cyber security incident, the cyber security incident response plan is enacted."
ISM-1819,Essential8-ML3,"Following the identification of a cyber security incident, the cyber security incident response plan is enacted.",Multi-factor authentication,"Following the identification of a cyber security incident, the cyber security incident response plan is enacted."
ISM-1872,Essential8-ML2,Multi-factor authentication used for authenticating users of online services is phishing-resistant.,Multi-factor authentication,Multi-factor authentication used for authenticating users of online services is phishing-resistant.
ISM-1872,Essential8-ML3,Multi-factor authentication used for authenticating users of online services is phishing-resistant.,Multi-factor authentication,Multi-factor authentication used for authenticating users of online services is phishing-resistant.
ISM-1873,Essential8-ML2,Multi-factor authentication used for authenticating customers of online customer services provides a phishing-resistant option.,Multi-factor authentication,Multi-factor authentication used for authenticating customers of online customer services provides a phishing-resistant option.
ISM-1874,Essential8-ML3,Multi-factor authentication used for authenticating customers of online customer services is phishing-resistant.,Multi-factor authentication,Multi-factor authentication used for authenticating customers of online customer services is phishing-resistant.
ISM-1892,Essential8-ML1,"Multi-factor authentication is used to authenticate users to their organisation’s online customer services that process, store or communicate their organisation’s sensitive customer data.",Multi-factor authentication,"Multi-factor authentication is used to authenticate users to their organisation’s online customer services that process, store or communicate their organisation’s sensitive customer data."
ISM-1892,Essential8-ML2,"Multi-factor authentication is used to authenticate users to their organisation’s online customer services that process, store or communicate their organisation’s sensitive customer data.",Multi-factor authentication,"Multi-factor authentication is used to authenticate users to their organisation’s online customer services that process, store or communicate their organisation’s sensitive customer data."
ISM-1892,Essential8-ML3,"Multi-factor authentication is used to authenticate users to their organisation’s online customer services that process, store or communicate their organisation’s sensitive customer data.",Multi-factor authentication,"Multi-factor authentication is used to authenticate users to their organisation’s online customer services that process, store or communicate their organisation’s sensitive customer data."
ISM-1893,Essential8-ML1,"Multi-factor authentication is used to authenticate users to third-party online customer services that process, store or communicate their organisation’s sensitive customer data.",Multi-factor authentication,"Multi-factor authentication is used to authenticate users to third-party online customer services that process, store or communicate their organisation’s sensitive customer data."
ISM-1893,Essential8-ML2,"Multi-factor authentication is used to authenticate users to third-party online customer services that process, store or communicate their organisation’s sensitive customer data.",Multi-factor authentication,"Multi-factor authentication is used to authenticate users to third-party online customer services that process, store or communicate their organisation’s sensitive customer data."
ISM-1893,Essential8-ML3,"Multi-factor authentication is used to authenticate users to third-party online customer services that process, store or communicate their organisation’s sensitive customer data.",Multi-factor authentication,"Multi-factor authentication is used to authenticate users to third-party online customer services that process, store or communicate their organisation’s sensitive customer data."
ISM-1894,Essential8-ML3,Multi-factor authentication used for authenticating users of data repositories is phishing-resistant.,Multi-factor authentication,Multi-factor authentication used for authenticating users of data repositories is phishing-resistant.
ISM-1906,Essential8-ML2,Event logs from internet-facing servers are analysed in a timely manner to detect cyber security events.,Multi-factor authentication,Event logs from internet-facing servers are analysed in a timely manner to detect cyber security events.
ISM-1906,Essential8-ML3,Event logs from internet-facing servers are analysed in a timely manner to detect cyber security events.,Multi-factor authentication,Event logs from internet-facing servers are analysed in a timely manner to detect cyber security events.
ISM-1907,Essential8-ML3,Event logs from non-internet-facing servers are analysed in a timely manner to detect cyber security events.,Multi-factor authentication,Event logs from non-internet-facing servers are analysed in a timely manner to detect cyber security events.
ISM-0304,Essential8-ML3,"Applications other than office productivity suites, web browsers and their extensions, email clients, PDF software, Adobe Flash Player, and security products that are no longer supported by vendors are removed.",Patch applications,"Applications other than office productivity suites, web browsers and their extensions, email clients, PDF software, Adobe Flash Player, and security products that are no longer supported by vendors are removed."
ISM-1690,Essential8-ML1,"Patches, updates or other vendor mitigations for vulnerabilities in online services are applied within two weeks of release when vulnerabilities are assessed as non-critical by vendors and no working exploits exist.",Patch applications,"Patches, updates or other vendor mitigations for vulnerabilities in online services are applied within two weeks of release when vulnerabilities are assessed as non-critical by vendors and no working exploits exist."
ISM-1690,Essential8-ML2,"Patches, updates or other vendor mitigations for vulnerabilities in online services are applied within two weeks of release when vulnerabilities are assessed as non-critical by vendors and no working exploits exist.",Patch applications,"Patches, updates or other vendor mitigations for vulnerabilities in online services are applied within two weeks of release when vulnerabilities are assessed as non-critical by vendors and no working exploits exist."
ISM-1690,Essential8-ML3,"Patches, updates or other vendor mitigations for vulnerabilities in online services are applied within two weeks of release when vulnerabilities are assessed as non-critical by vendors and no working exploits exist.",Patch applications,"Patches, updates or other vendor mitigations for vulnerabilities in online services are applied within two weeks of release when vulnerabilities are assessed as non-critical by vendors and no working exploits exist."
ISM-1691,Essential8-ML1,"Patches, updates or other vendor mitigations for vulnerabilities in office productivity suites, web browsers and their extensions, email clients, PDF software, and security products are applied within two weeks of release.",Patch applications,"Patches, updates or other vendor mitigations for vulnerabilities in office productivity suites, web browsers and their extensions, email clients, PDF software, and security products are applied within two weeks of release."
ISM-1691,Essential8-ML2,"Patches, updates or other vendor mitigations for vulnerabilities in office productivity suites, web browsers and their extensions, email clients, PDF software, and security products are applied within two weeks of release.",Patch applications,"Patches, updates or other vendor mitigations for vulnerabilities in office productivity suites, web browsers and their extensions, email clients, PDF software, and security products are applied within two weeks of release."
ISM-1692,Essential8-ML3,"Patches, updates or other vendor mitigations for vulnerabilities in office productivity suites, web browsers and their extensions, email clients, PDF software, and security products are applied within 48 hours of release when vulnerabilities are assessed as critical by vendors or when working exploits exist.",Patch applications,"Patches, updates or other vendor mitigations for vulnerabilities in office productivity suites, web browsers and their extensions, email clients, PDF software, and security products are applied within 48 hours of release when vulnerabilities are assessed as critical by vendors or when working exploits exist."
ISM-1693,Essential8-ML2,"Patches, updates or other vendor mitigations for vulnerabilities in applications other than office productivity suites, web browsers and their extensions, email clients, PDF software, and security products are applied within one month of release.",Patch applications,"Patches, updates or other vendor mitigations for vulnerabilities in applications other than office productivity suites, web browsers and their extensions, email clients, PDF software, and security products are applied within one month of release."
ISM-1693,Essential8-ML3,"Patches, updates or other vendor mitigations for vulnerabilities in applications other than office productivity suites, web browsers and their extensions, email clients, PDF software, and security products are applied within one month of release.",Patch applications,"Patches, updates or other vendor mitigations for vulnerabilities in applications other than office productivity suites, web browsers and their extensions, email clients, PDF software, and security products are applied within one month of release."
ISM-1698,Essential8-ML1,A vulnerability scanner is used at least daily to identify missing patches or updates for vulnerabilities in online services.,Patch applications,A vulnerability scanner is used at least daily to identify missing patches or updates for vulnerabilities in online services.
ISM-1698,Essential8-ML2,A vulnerability scanner is used at least daily to identify missing patches or updates for vulnerabilities in online services.,Patch applications,A vulnerability scanner is used at least daily to identify missing patches or updates for vulnerabilities in online services.
ISM-1698,Essential8-ML3,A vulnerability scanner is used at least daily to identify missing patches or updates for vulnerabilities in online services.,Patch applications,A vulnerability scanner is used at least daily to identify missing patches or updates for vulnerabilities in online services.
ISM-1699,Essential8-ML1,"A vulnerability scanner is used at least weekly to identify missing patches or updates for vulnerabilities in office productivity suites, web browsers and their extensions, email clients, PDF software, and security products.",Patch applications,"A vulnerability scanner is used at least weekly to identify missing patches or updates for vulnerabilities in office productivity suites, web browsers and their extensions, email clients, PDF software, and security products."
